Age,Gender,Marital_Status,Dependents,Education,Self_Employed,Work_Experience_Years,ApplicantIncome,CoapplicantIncome,Salary_Payment_Mode,Existing_EMI,Residential_Assets,Area,Loan_Purpose,LoanAmount,Loan_Amount_Term,Hidden_CIBIL,Approved_Bank,Officer_Approved,Fraud_Label,Eligible_Loan_Amount
54,0,0,2,1,1,26,53627,0,2,3723,1,0,0,1581667,84,766.62,0,1,0,1564213.0
64,0,1,0,1,0,29,71059,46719,2,21301,2,0,0,1581802,48,753.37,0,1,0,1464617.0
63,1,0,2,1,0,42,43901,0,1,7869,1,0,3,81470,18,790.51,0,1,0,81470.0
59,0,1,1,2,0,36,80495,0,2,21056,1,1,3,672833,36,778.13,0,1,0,672833.0
58,0,1,0,1,0,28,50416,0,2,7242,1,0,4,1287888,12,762.65,0,1,0,1287888.0
53,0,0,3,2,0,34,69793,0,2,19560,1,0,2,1963379,60,767.47,0,1,0,1269155.0
63,0,0,1,1,0,11,37853,0,2,11945,1,2,4,373151,24,755.72,0,1,0,373151.0
64,0,1,0,2,0,30,69775,0,2,9166,0,2,5,665630,12,768.72,0,1,0,665630.0
53,0,1,1,1,0,36,71177,0,2,2799,0,1,5,1192940,18,776.3,0,1,0,1192940.0
44,1,1,1,1,1,25,49847,0,2,605,2,2,3,1993880,48,766.64,0,1,0,1715605.0
57,1,1,2,1,1,35,60081,12727,2,3633,1,1,1,1132866,84,767.8,0,1,0,1132866.0
57,0,1,1,2,0,38,57849,0,2,3384,0,0,1,2009013,18,799.58,0,1,0,1963803.0
59,0,1,3,1,1,39,68235,0,2,1554,2,0,4,1989378,60,774.35,0,1,0,1989378.0
64,1,1,0,0,0,40,52038,0,2,13334,0,2,0,318767,60,752.75,0,1,0,318767.0
36,0,1,0,2,0,13,48771,0,2,8677,0,0,1,722208,48,763.74,0,1,0,722208.0
59,1,1,0,1,1,35,57134,0,2,16057,0,1,2,1687936,12,779.37,0,1,0,1687936.0
64,1,1,2,1,0,31,54906,0,2,10205,1,2,4,440664,48,767.49,0,1,0,440664.0
60,0,0,0,2,1,39,70613,12003,2,18706,0,2,5,555561,12,762.89,0,1,0,555561.0
49,1,1,1,1,0,29,69639,0,1,20410,2,0,1,775729,60,790.17,0,1,0,775729.0
58,1,1,3,1,1,34,58833,0,2,7801,0,2,5,656000,48,756.81,0,1,0,656000.0
57,1,0,0,1,0,30,54797,0,1,4657,0,2,2,1394359,60,765.68,0,1,0,1394359.0
35,1,0,0,1,0,12,59624,16609,2,2160,0,1,1,1648705,72,754.36,0,1,0,1648705.0
63,1,0,1,2,0,40,58384,54109,0,6244,0,0,2,2077234,72,781.84,0,1,1,1593872.0
61,1,1,1,1,0,35,47734,0,2,5964,1,2,2,249916,72,762.07,0,1,0,249916.0
60,1,1,0,1,0,41,49139,0,1,5761,1,0,4,889783,48,789.13,0,1,0,889783.0
60,1,1,3,2,0,33,74033,58260,2,23047,0,2,1,307491,18,772.08,0,1,0,307491.0
61,1,0,1,1,1,43,68180,26509,2,16899,1,0,2,391801,12,758.64,0,1,0,391801.0
51,0,0,0,2,1,31,65921,0,1,15357,2,1,2,993215,48,764.35,0,1,0,993215.0
61,1,0,0,2,0,26,66772,0,2,6828,2,1,1,2022006,60,766.89,0,1,0,1927340.0
59,1,0,1,2,0,38,74802,0,2,10333,1,1,3,817572,60,761.33,0,1,0,817572.0
48,1,1,1,2,1,30,70297,38490,2,21092,0,2,3,2375912,18,768.92,0,1,0,2080739.0
55,0,1,2,1,1,33,67312,41655,2,21668,1,1,1,1189602,60,756.82,0,1,0,1055840.0
63,0,0,1,1,1,44,61763,0,2,9880,1,0,2,1390457,48,778.75,0,1,0,1390457.0
57,1,1,1,2,0,26,69552,40370,2,1280,1,2,2,814339,18,780.09,0,1,0,814339.0
63,0,0,0,1,0,40,54922,56027,2,8059,0,1,0,1931662,48,783.19,0,1,0,1535438.0
63,1,0,0,1,1,30,45973,0,2,1003,1,1,4,1838920,24,750.35,0,1,0,1584983.0
57,0,0,3,1,0,27,56454,0,1,5922,1,0,1,651114,36,754.03,0,1,0,651114.0
59,1,1,0,0,0,29,58301,28352,2,9806,0,2,5,311760,24,752.27,0,1,0,311760.0
43,0,1,0,1,1,15,61471,43567,2,7984,0,2,2,1362328,60,779.11,0,1,0,1362328.0
40,1,0,2,1,0,21,53086,0,2,14403,2,0,1,1370142,18,753.62,0,1,0,1370142.0
64,0,1,0,1,1,38,52930,19896,1,8335,1,1,2,116787,72,762.79,0,1,0,116787.0
46,0,1,1,1,0,26,45208,0,1,15414,0,2,4,689612,36,769.73,0,1,0,689612.0
56,0,1,2,0,0,34,47199,27255,2,13484,0,0,0,1671226,60,768.71,0,1,0,842925.0
64,1,0,0,1,0,42,54362,0,2,208,0,1,2,1071944,72,794.39,0,1,0,1071944.0
64,1,1,1,0,1,39,63472,0,2,1151,0,1,1,1424489,72,786.87,0,1,0,1424489.0
49,1,0,1,0,0,29,57386,35786,0,10612,1,2,2,1941790,18,753.04,0,1,1,1817494.0
59,1,1,1,1,1,32,62950,54473,1,20069,1,1,1,473052,36,770.03,0,1,0,473052.0
58,0,1,1,1,0,29,55110,0,1,9402,0,0,2,1901920,72,756.41,0,1,0,1251906.0
48,1,0,1,2,1,18,57019,44715,2,5367,0,0,1,396248,12,793.32,0,1,0,396248.0
63,0,1,1,2,0,24,75047,0,2,1112,1,2,3,2105158,84,772.12,0,1,0,2105158.0
58,1,0,0,1,0,36,41243,0,2,3421,0,2,3,1649720,72,756.57,0,1,0,1197193.0
62,1,0,0,1,0,39,59212,26045,2,14129,1,0,1,1083351,60,754.17,0,1,0,1083351.0
57,1,1,1,1,0,36,53037,43214,1,17427,1,0,0,2121480,60,753.36,0,1,0,810675.0
50,0,1,1,1,1,26,66864,0,0,15812,1,2,2,821968,72,756.28,0,1,1,821968.0
57,0,1,0,1,0,33,62688,0,2,13792,1,0,1,1053493,36,750.69,0,1,0,1053493.0
57,1,1,1,1,1,35,63794,0,2,17378,1,1,3,829203,24,770.98,0,1,0,829203.0
39,0,1,2,2,0,4,47168,11675,1,2691,0,2,2,72119,24,751.65,0,1,0,72119.0
59,1,1,0,2,0,34,70877,0,2,12281,1,1,0,900732,48,793.06,0,1,0,900732.0
57,1,1,0,2,0,38,73562,0,2,6811,0,2,1,114897,36,775.5,0,1,0,114897.0
56,0,1,0,0,1,33,49125,32742,2,7843,1,2,1,109688,18,752.57,0,1,0,109688.0
64,0,1,1,1,0,33,58541,44153,2,8673,0,0,0,382972,36,773.09,0,1,0,382972.0
61,1,0,0,1,1,31,64306,55685,2,12428,2,2,1,1700353,18,786.45,0,1,0,1700353.0
64,1,1,0,0,0,35,49383,0,2,9914,1,1,0,1975320,24,781.63,0,1,0,1490469.0
56,1,1,2,1,1,31,57698,0,2,7949,2,1,2,77174,72,759.92,0,1,0,77174.0
53,1,0,2,1,0,31,56187,0,1,7626,1,1,3,2239783,24,754.75,0,1,0,1783521.0
56,0,1,0,2,0,37,65371,0,2,4673,2,1,3,126605,60,752.44,0,1,0,126605.0
59,0,0,1,1,1,30,61397,21141,2,5845,0,1,2,142261,12,763.58,0,1,0,142261.0
49,1,1,2,2,0,23,83301,26305,2,14063,1,1,4,2498201,60,750.11,0,1,0,2071755.0
60,1,1,2,1,0,40,54408,58483,0,2454,1,2,0,436194,12,757.6,0,1,0,436194.0
63,1,1,1,1,0,44,52468,0,1,11089,0,2,0,824069,72,757.29,0,1,0,824069.0
60,0,0,3,1,0,34,57479,0,2,3790,1,1,2,744097,36,761.8,0,1,0,744097.0
61,0,1,1,1,0,29,55263,15439,1,13165,0,1,3,1067083,84,752.83,0,1,0,828345.0
56,0,0,2,1,0,37,46179,0,1,8649,0,2,2,82346,84,759.35,0,1,0,82346.0
46,0,1,1,1,0,27,74796,0,2,8239,1,2,3,316997,18,798.02,0,1,0,316997.0
59,0,1,1,1,0,26,71070,34786,2,18834,0,1,3,1871521,60,770.03,0,1,0,1357410.0
51,0,0,1,2,0,32,65560,47382,2,2605,0,0,0,1772819,48,826.12,0,1,0,1772819.0
62,0,1,2,2,0,36,52404,0,2,1711,2,1,5,660460,36,778.71,0,1,0,660460.0
56,1,1,2,2,1,32,57584,0,0,13987,1,0,1,993924,12,758.75,0,1,1,993924.0
61,1,0,0,1,0,43,50113,0,2,9949,1,1,3,1804520,18,771.94,0,1,0,1574873.0
62,0,1,0,2,0,38,72341,0,2,20487,2,1,3,947410,18,757.42,0,1,0,947410.0
61,1,0,0,1,0,42,53535,11308,1,4185,1,0,3,810832,84,772.55,0,1,0,810832.0
60,1,1,2,1,0,27,54814,51002,2,778,2,0,1,1283962,18,753.39,0,1,0,1283962.0
56,0,1,0,1,1,28,72862,28636,2,9971,2,0,0,1796687,24,765.0,0,1,0,1796687.0
63,1,1,0,2,0,3,50848,0,2,345,1,1,2,771039,84,751.46,0,1,0,771039.0
46,0,0,0,1,0,27,45558,22407,2,3883,2,1,0,1192546,24,757.75,0,1,0,1192546.0
46,0,1,1,1,1,25,48492,0,2,1636,2,0,1,190756,24,760.19,0,1,0,190756.0
63,0,0,1,1,0,43,52083,0,0,9343,1,2,2,569296,60,759.36,0,1,1,569296.0
59,0,1,1,1,0,38,57824,34825,1,5604,1,1,4,1857299,36,757.03,0,1,0,1822096.0
61,0,1,3,2,1,35,63738,0,2,18455,2,1,4,123152,84,760.51,0,1,0,123152.0
54,1,0,2,2,0,30,57780,0,2,10472,2,2,4,121753,24,753.64,0,1,0,121753.0
56,1,1,0,2,0,28,73074,59873,2,15399,1,1,1,2162681,84,767.38,0,1,0,1264074.0
63,1,0,1,2,0,40,77737,0,2,1128,1,2,4,665841,60,760.24,0,1,0,665841.0
60,1,0,1,1,1,42,60383,0,1,14284,1,1,3,1048222,12,784.54,0,1,0,1048222.0
54,1,1,1,1,1,32,55087,0,2,4556,2,0,2,1149910,24,779.0,0,1,0,1149910.0
63,1,1,2,1,0,38,69409,0,1,18560,0,1,0,2352252,84,761.86,0,1,0,870275.0
63,1,1,3,0,1,42,40875,0,1,540,0,2,3,1635000,18,772.36,0,1,0,1420905.0
59,1,1,1,1,0,31,64845,0,2,16238,1,2,5,1649936,60,752.16,0,1,0,1295295.0
51,1,1,0,1,1,29,61490,51242,0,14666,2,2,1,1941731,24,776.46,0,1,1,1800166.0
52,1,1,1,2,0,18,55346,0,2,5886,0,1,1,1307831,24,759.61,0,1,0,1307831.0
47,1,1,1,1,0,28,48196,16394,2,2190,0,2,3,793788,72,752.49,0,1,0,793788.0
62,1,1,1,1,0,45,54247,17414,2,3407,2,1,2,370182,60,768.47,0,1,0,370182.0
61,1,0,1,0,0,42,63950,0,0,2299,1,1,1,1914444,18,763.36,0,1,1,1914444.0
60,0,1,1,1,0,31,59079,0,1,13497,1,0,0,1803553,72,753.27,0,1,0,1095981.0
64,1,1,2,1,0,29,51378,0,0,5536,2,0,1,1411165,24,763.49,0,1,1,1411165.0
49,1,1,0,1,1,28,63837,58908,2,5323,1,0,0,2081054,24,777.09,0,1,0,2081054.0
64,0,1,0,1,1,37,56029,8091,1,749,0,0,1,1077869,72,752.65,0,1,0,1077869.0
62,0,1,1,1,0,29,49128,0,2,8788,1,0,1,974427,72,791.02,0,1,0,974427.0
52,1,1,1,1,0,32,53790,0,2,3217,2,0,3,818783,60,759.93,0,1,0,818783.0
61,0,1,2,2,0,34,72080,0,2,21992,0,0,1,1530657,18,759.63,0,1,0,1530657.0
63,1,1,0,1,0,36,39098,0,2,8527,1,0,1,127568,60,758.7,0,1,0,127568.0
62,0,0,0,1,1,42,51262,0,2,6617,1,1,1,513817,36,754.57,0,1,0,513817.0
54,1,1,0,1,0,33,59107,0,1,3564,1,1,1,681541,60,785.69,0,1,0,681541.0
57,0,1,0,0,0,35,54851,34184,2,15293,0,0,4,632792,12,769.35,0,1,0,632792.0
51,0,1,2,1,0,27,58597,0,0,3206,1,0,2,2122345,60,762.01,0,1,1,1858535.0
60,1,1,1,1,0,38,54278,0,2,13192,0,1,1,793267,84,773.73,0,1,0,791602.0
56,1,0,2,1,0,32,65384,36507,2,4197,2,1,1,2415360,84,771.41,0,1,0,1935892.0
57,0,1,0,1,1,36,61929,0,2,8569,1,0,5,171235,36,754.83,0,1,0,171235.0
44,0,1,2,2,0,24,65185,11691,2,30,1,2,0,1609292,24,763.93,0,1,0,1609292.0
60,0,1,1,1,0,28,48983,0,1,5284,1,0,3,1742962,36,758.79,0,1,0,1524181.0
59,1,1,2,1,0,42,59211,0,0,4438,2,2,3,1895148,48,754.63,0,1,1,1859361.0
60,0,0,0,1,1,30,55217,0,2,7601,2,0,4,1591437,36,751.96,0,1,0,1591437.0
59,0,1,2,1,1,39,66541,37989,2,13222,0,2,4,700784,72,772.6,0,1,0,700784.0
55,1,0,0,2,0,32,62788,0,1,18807,2,2,2,1762979,36,753.24,0,1,0,1520528.0
53,0,0,0,2,0,29,57741,0,2,732,0,1,0,1483304,12,780.97,0,1,0,1483304.0
54,1,1,0,1,0,35,54561,0,2,7567,0,2,4,2117777,60,784.86,0,1,0,1455615.0
47,0,0,1,1,0,18,59053,9676,1,1381,1,1,2,1490236,72,760.6,0,1,0,1490236.0
41,1,1,0,1,0,19,58578,0,2,13871,0,1,1,2335083,12,752.03,0,1,0,1883778.0
60,1,0,0,2,0,28,59127,14045,2,5558,0,2,3,914337,60,762.15,0,1,0,914337.0
61,0,1,0,1,1,43,60845,39596,2,6394,0,1,3,1577764,48,814.0,0,1,0,1577764.0
61,1,0,0,1,0,33,48530,42791,2,8143,1,0,0,1109419,60,754.3,0,1,0,1109419.0
60,0,1,1,2,0,30,63958,0,2,18962,2,0,2,300670,72,775.37,0,1,0,300670.0
55,1,1,0,2,1,33,72627,0,2,8684,0,2,5,65967,12,761.83,0,1,0,65967.0
48,1,0,3,0,0,25,45476,0,2,6105,1,2,0,94292,24,750.91,0,1,0,94292.0
46,1,1,0,1,0,26,61024,0,2,12541,0,0,5,1103088,72,754.32,0,1,0,1103088.0
58,1,0,1,2,0,33,58228,0,1,9090,1,2,1,449109,72,794.17,0,1,0,449109.0
57,1,0,0,1,1,30,65861,0,1,3078,0,1,2,194159,60,774.12,0,1,0,194159.0
60,0,1,1,1,1,40,49361,0,0,6382,0,1,0,1895622,24,769.38,0,1,1,1574467.0
59,1,1,0,1,0,31,68741,0,0,5973,2,0,1,1315310,60,751.9,0,1,1,1315310.0
60,1,1,3,1,0,43,56483,22518,2,11899,1,2,1,653776,60,850.0,0,1,0,653776.0
40,1,0,0,1,0,14,57489,0,2,6886,1,2,1,1920235,18,751.85,0,1,0,1888167.0
60,0,1,0,1,1,36,59429,47765,0,16810,1,2,1,109748,12,751.92,0,1,0,109748.0
64,1,1,0,2,0,36,73845,52863,1,8170,0,0,2,509856,12,769.05,0,1,0,509856.0
60,1,1,1,0,0,40,50222,0,2,3835,0,2,2,1459679,24,789.89,0,1,0,1459679.0
59,1,0,0,1,0,42,63490,0,2,10298,1,0,3,573288,36,758.53,0,1,0,573288.0
60,1,1,3,1,0,26,59526,0,2,16923,1,2,3,1061267,60,753.83,0,1,0,1061267.0
59,1,1,0,1,0,37,58945,0,2,11665,1,1,2,682046,60,822.31,0,1,0,682046.0
63,0,1,1,1,1,35,61537,18129,2,839,0,1,3,1103003,84,756.96,0,1,0,1103003.0
54,0,1,1,1,0,33,56104,0,2,3685,0,2,2,881482,72,821.16,0,1,0,881482.0
44,0,1,0,1,0,24,69167,0,2,19008,1,1,1,2321107,12,755.95,0,1,0,2192749.0
47,1,0,2,2,0,24,61559,10121,1,4421,1,0,0,396290,18,766.11,0,1,0,396290.0
49,0,0,0,1,0,29,64641,0,2,10216,0,1,0,882234,48,751.97,0,1,0,882234.0
61,0,0,0,2,0,29,74016,0,2,12381,1,1,0,1332275,48,781.61,0,1,0,1332275.0
54,1,1,0,1,0,31,52949,0,0,5451,1,0,2,488210,24,754.58,0,1,0,488210.0
56,0,1,1,1,0,25,67821,31084,2,5035,0,0,2,1663337,18,808.3,0,1,0,1663337.0
51,1,1,1,2,0,13,62053,22557,2,1358,1,1,1,1730808,72,757.33,0,1,0,1730808.0
64,1,0,0,1,0,41,63184,35516,2,18047,0,2,3,1402408,72,798.94,0,1,0,912056.0
62,0,1,0,0,0,45,48001,0,2,14042,1,1,2,684497,60,777.12,0,1,0,684497.0
52,1,1,0,1,1,19,52583,0,0,787,2,1,3,1612158,72,750.19,0,1,1,1612158.0
51,1,1,0,2,0,32,69698,0,2,8705,1,1,0,324508,12,786.83,0,1,0,324508.0
56,0,1,2,1,0,33,53659,29067,2,1605,1,1,1,1357364,12,755.92,0,1,0,1357364.0
61,1,0,2,1,0,42,54846,26587,2,13504,1,1,0,1682757,84,753.95,0,1,0,785274.0
57,1,0,0,1,0,36,51628,0,2,3558,1,2,1,1728831,18,774.58,0,1,0,1728831.0
29,1,1,0,1,0,10,37748,13756,2,9225,1,2,2,1232651,12,751.38,0,1,0,1210480.0
53,1,0,1,2,0,32,77064,0,2,7639,0,1,1,1815666,18,778.15,0,1,0,1815666.0
61,1,1,0,1,0,39,44344,0,1,7796,0,1,0,720137,24,750.06,0,1,0,720137.0
64,1,1,1,0,0,33,38158,59674,2,11902,0,0,1,1526320,12,750.57,0,1,0,1192706.0
59,1,0,1,2,0,30,79016,0,2,4935,1,0,0,2116535,72,756.81,0,1,0,2116535.0
50,0,0,2,2,0,25,64840,0,0,5185,0,2,0,1306237,72,783.22,0,1,1,1306237.0
53,0,0,0,1,1,28,68709,33088,2,1754,1,0,2,1013706,12,770.58,0,1,0,1013706.0
52,0,1,0,1,0,24,73491,0,2,13933,1,0,5,1046004,48,759.48,0,1,0,1046004.0
56,0,1,0,2,1,37,68039,53814,2,11479,1,1,2,2196320,84,754.97,0,1,0,1417129.0
41,1,0,2,1,0,23,69293,38278,2,10913,1,1,3,1720241,18,766.73,0,1,0,1720241.0
61,0,1,0,1,0,42,55047,15115,2,12337,1,2,2,70001,24,788.14,0,1,0,70001.0
57,1,1,0,1,0,38,66122,0,1,571,1,2,1,1912768,12,802.0,0,1,0,1912768.0
54,0,1,1,1,0,35,59508,0,2,6920,0,1,0,1154958,84,765.24,0,1,0,1154958.0
57,0,1,0,1,1,33,56917,0,2,10457,2,2,2,1868383,24,781.99,0,1,0,1741127.0
48,1,1,3,2,0,25,70426,40641,2,21865,0,1,3,2461309,12,753.79,0,1,0,2202530.0
55,1,1,0,2,0,30,78147,37217,2,4208,1,1,4,641544,12,792.81,0,1,0,641544.0
42,0,1,0,1,0,11,39157,17910,2,6885,1,1,3,1566280,48,757.15,0,1,0,1040015.0
63,1,0,1,0,1,40,51491,45183,2,12585,0,2,0,140088,36,758.98,0,1,0,140088.0
54,0,0,1,2,0,31,58771,0,2,2188,0,1,0,1087240,60,807.26,0,1,0,1087240.0
63,1,1,1,1,0,42,53805,57661,2,17785,1,2,4,402475,12,807.0,0,1,0,402475.0
45,1,1,1,2,0,22,65690,45015,1,5817,1,1,4,2167011,12,802.4,0,1,0,2167011.0
64,0,1,2,1,1,43,38711,0,2,9068,1,0,1,1548440,24,782.64,0,1,0,1137253.0
56,0,1,0,1,0,23,55970,0,2,13310,1,2,1,855253,60,758.15,0,1,0,855253.0
55,0,1,0,1,0,26,56044,0,1,6717,0,0,1,822367,12,759.03,0,1,0,822367.0
62,1,1,0,0,0,42,62296,0,2,10378,2,1,3,145192,48,751.61,0,1,0,145192.0
62,1,1,0,1,0,13,46547,0,2,1424,2,0,5,282487,84,767.11,0,1,0,282487.0
61,1,0,0,1,0,39,60697,0,1,16142,2,1,0,944122,36,751.92,0,1,0,944122.0
52,1,1,0,2,0,25,67798,0,0,3706,0,1,0,448982,84,779.86,0,1,0,448982.0
63,1,1,1,1,0,24,54812,24965,2,15621,0,1,0,918049,36,780.25,0,1,0,918049.0
52,1,0,1,1,1,31,72575,0,2,4377,1,2,2,1760110,36,762.53,0,1,0,1760110.0
61,1,0,3,1,0,36,72047,0,0,7133,1,2,0,2387129,48,757.59,0,1,1,2179261.0
58,0,0,2,1,0,35,69699,53132,1,12216,0,2,3,1780547,24,771.96,0,1,0,1780547.0
49,1,1,0,1,0,28,65745,34473,2,10298,0,1,1,1076532,60,773.17,0,1,0,1076532.0
54,1,1,1,2,0,24,56552,0,2,827,1,2,0,632264,12,762.92,0,1,0,632264.0
60,1,0,0,1,0,27,75313,0,2,21287,1,0,2,389307,84,758.14,0,1,0,389307.0
50,1,1,0,1,1,29,53482,9275,2,4392,1,1,4,794032,48,751.1,0,1,0,794032.0
41,1,1,0,1,0,22,59642,58708,2,7525,0,0,2,562670,12,751.54,0,1,0,562670.0
64,1,1,0,2,0,45,49466,0,2,303,0,0,2,73671,12,801.29,0,1,0,73671.0
64,0,0,0,1,0,41,52869,37085,0,5558,0,2,4,1144606,36,788.51,0,1,1,1144606.0
59,1,0,0,1,0,35,66692,0,1,15093,1,0,1,1879497,48,778.0,0,1,0,1609756.0
60,1,1,0,1,0,41,69208,0,1,3103,1,1,0,1788968,12,792.34,0,1,0,1788968.0
64,1,0,0,1,0,46,52011,22204,2,218,1,0,3,760304,84,757.34,0,1,0,760304.0
62,1,1,1,1,1,43,64321,0,2,15035,0,1,3,1242828,24,774.45,0,1,0,1242828.0
62,0,1,0,1,0,37,61000,0,2,5430,2,1,1,1366446,12,771.1,0,1,0,1366446.0
56,1,1,2,2,0,32,68530,0,2,22068,1,0,0,946070,60,767.25,0,1,0,946070.0
59,0,0,0,2,1,23,76864,15572,2,1636,0,0,2,151795,48,795.51,0,1,0,151795.0
64,1,0,0,1,1,44,64327,0,2,9906,2,2,0,1944149,60,760.01,0,1,0,1657085.0
60,1,0,0,2,0,39,59945,0,1,6228,0,1,3,1882456,24,774.07,0,1,0,1882456.0
43,0,1,0,1,0,22,54363,8386,2,14564,2,0,0,733068,84,756.25,0,1,0,679329.0
48,1,1,2,2,0,25,72941,0,2,17507,1,2,3,2058804,48,780.86,0,1,0,1712599.0
47,0,1,1,1,0,22,65303,0,1,6418,1,2,3,1628123,72,775.39,0,1,0,1628123.0
58,1,1,2,2,1,19,63559,0,2,5928,0,0,2,150892,60,778.16,0,1,0,150892.0
58,0,0,0,0,0,38,53936,0,0,13438,0,1,0,381975,36,777.38,0,1,0,381975.0
63,0,0,1,1,0,33,57388,48068,2,10036,1,0,0,2295520,24,752.58,0,1,0,1767716.0
61,0,0,1,1,0,41,60810,24609,2,14608,1,2,0,1604161,36,771.26,0,1,0,1602462.0
44,0,0,1,1,0,22,62584,52860,2,9334,1,0,3,266363,24,756.81,0,1,0,266363.0
56,0,1,0,1,1,36,53408,35874,1,7611,0,0,5,2093130,12,759.74,0,1,0,1777948.0
61,1,1,1,2,0,22,50275,47571,2,14507,0,1,0,502565,72,753.1,0,1,0,502565.0
37,0,1,0,2,1,9,52010,0,2,3392,1,0,0,480246,84,758.27,0,1,0,480246.0
57,0,1,1,1,0,33,64820,59428,1,1038,0,2,1,459280,60,772.73,0,1,0,459280.0
47,0,1,0,2,0,5,37654,20219,2,4035,0,1,4,1506160,48,776.77,0,1,0,1124210.0
64,1,1,0,1,0,40,60983,0,0,17931,1,2,2,1108864,60,760.86,0,1,1,1058545.0
26,0,1,1,2,1,2,57075,17858,2,3898,0,0,0,735474,72,751.67,0,1,0,735474.0
57,1,1,1,1,0,32,52370,55097,1,3119,0,1,1,1894800,24,752.27,0,1,0,1758094.0
59,1,0,2,1,0,30,62399,0,2,10478,0,2,0,1167080,60,773.54,0,1,0,1167080.0
51,0,1,0,0,0,32,64597,0,2,1757,1,2,3,378362,60,750.65,0,1,0,378362.0
50,0,0,0,1,0,24,61633,0,2,5290,0,2,0,1337813,12,780.15,0,1,0,1337813.0
47,1,0,0,1,0,28,69002,0,1,1652,0,0,4,430045,18,762.35,0,1,0,430045.0
59,1,1,1,1,0,38,61522,0,2,11144,0,2,2,1807138,24,756.79,0,1,0,1807138.0
31,0,1,1,0,0,12,55050,0,2,8555,0,0,5,1432473,12,764.54,0,1,0,1432473.0
60,1,1,0,1,0,31,62955,0,2,6199,1,1,1,674168,60,756.18,0,1,0,674168.0
50,0,0,2,1,0,16,45933,0,1,5081,2,0,3,1623149,60,770.19,0,1,0,1302795.0
61,0,0,0,1,0,32,70337,57709,2,21674,1,2,0,1556933,84,767.48,0,1,0,641179.0
40,1,1,1,2,0,16,70561,0,2,2549,1,2,5,2268271,24,792.83,0,1,0,2268271.0
64,0,1,0,2,0,20,53517,40396,2,6619,0,1,1,1004531,84,753.81,0,1,0,1004531.0
59,0,0,3,2,1,40,66688,0,2,10760,1,0,0,1282001,60,766.33,0,1,0,1282001.0
61,1,1,0,1,0,38,51006,0,2,13386,1,1,2,2040240,18,763.41,0,1,0,1544262.0
54,1,1,1,1,0,32,47922,0,2,5748,1,0,1,180739,18,750.62,0,1,0,180739.0
56,0,0,2,1,0,33,69447,0,2,4765,2,0,0,2081195,18,761.72,0,1,0,2081195.0
44,1,1,0,1,0,14,49947,46188,2,11016,0,1,0,1337274,84,769.03,0,1,0,822801.0
51,0,1,1,1,0,23,63082,0,2,1117,1,1,4,2477794,60,754.13,0,1,0,2140850.0
58,0,1,1,1,0,40,65650,0,2,2061,0,1,4,1353383,60,759.04,0,1,0,1353383.0
61,1,1,2,1,0,35,63054,0,2,8861,0,2,3,660040,18,790.98,0,1,0,660040.0
55,1,0,1,2,0,29,68385,0,0,22024,2,1,1,90107,12,767.61,0,1,0,90107.0
47,0,0,3,1,0,24,57247,21129,2,176,1,2,0,2089880,18,753.91,0,1,0,2000477.0
53,0,1,0,1,0,21,56559,35348,2,3832,0,1,4,2151622,12,758.83,0,1,0,1933581.0
54,1,1,2,1,0,14,47778,0,2,1272,0,0,1,190783,24,762.23,0,1,0,190783.0
61,0,0,1,2,0,30,65752,0,2,17448,2,2,1,801080,18,788.51,0,1,0,801080.0
51,1,1,0,1,0,30,59211,11830,2,7195,0,2,3,672418,36,763.63,0,1,0,672418.0
56,1,1,1,1,1,22,54899,28500,2,6813,0,2,3,1780346,12,764.77,0,1,0,1780346.0
60,1,1,2,1,0,36,49601,0,2,9799,0,1,2,724348,60,796.67,0,1,0,724348.0
61,1,1,0,1,1,42,62396,0,2,10436,0,0,3,104353,84,752.97,0,1,0,104353.0
57,0,1,0,1,0,36,63540,0,2,8800,0,2,2,1390685,48,756.68,0,1,0,1390685.0
64,1,1,0,1,0,43,71420,19397,2,23199,1,2,3,2094430,72,750.36,0,1,0,829372.0
48,0,1,0,1,0,31,68304,0,2,21223,0,0,0,2214312,36,796.76,0,1,0,1626612.0
61,0,1,2,0,0,41,58640,0,2,14063,1,1,1,771884,48,752.23,0,1,0,771884.0
63,1,1,0,2,1,38,68619,16746,2,21036,1,0,1,1852792,24,759.96,0,1,0,1852792.0
59,1,1,0,1,0,29,65984,16093,2,6258,0,1,1,976555,72,761.32,0,1,0,976555.0
54,1,0,0,1,1,33,54297,34387,2,6697,2,1,1,1971880,60,774.2,0,1,0,1498575.0
56,1,0,0,1,1,15,51209,56674,2,297,0,1,5,1237994,48,750.03,0,1,0,1237994.0
54,1,0,1,2,0,32,57523,13315,2,12803,0,1,3,174646,84,756.45,0,1,0,174646.0
47,0,0,0,1,0,24,68548,0,2,10242,2,2,0,1101023,48,753.59,0,1,0,1101023.0
43,0,1,1,1,0,19,48604,0,2,7065,0,2,0,662987,12,761.43,0,1,0,662987.0
48,1,0,0,1,0,29,63791,31748,2,2942,1,1,2,72400,18,788.33,0,1,0,72400.0
57,0,1,1,1,0,33,55710,35523,2,16982,1,2,4,2228400,84,772.14,0,1,0,523362.0
53,1,1,0,1,0,32,48662,0,2,12769,1,0,1,550999,48,752.84,0,1,0,550999.0
42,0,0,1,1,0,16,53445,35141,2,14755,1,0,2,707054,18,761.38,0,1,0,707054.0
