Age,Gender,Marital_Status,Dependents,Education,Self_Employed,Work_Experience_Years,ApplicantIncome,CoapplicantIncome,Salary_Payment_Mode,Existing_EMI,Residential_Assets,Area,Loan_Purpose,LoanAmount,Loan_Amount_Term,Approved_Status,Approved_Bank,Hidden_CIBIL
51,1,1,1,1,0,30,47637,0,1,2468,0,0,4,468977,84,1,3,733.99
62,0,1,2,2,0,35,62528,0,0,4808,0,1,1,362392,36,1,3,750.87
46,1,1,0,1,1,22,53338,0,2,16206,1,0,0,1198815,72,1,3,745.0
32,1,1,1,2,0,10,51648,15525,2,4160,1,0,1,2065920,24,1,3,762.72
47,0,1,0,1,0,28,56867,0,1,11709,1,2,1,279764,48,1,3,722.42
36,0,1,2,1,0,1,48498,0,2,12401,2,0,0,1415196,12,1,3,712.21
55,1,0,0,2,0,21,67310,0,2,2732,0,0,3,647341,48,1,3,776.62
35,0,0,0,1,0,1,54661,0,2,9261,0,0,1,2186440,18,1,3,717.05
40,0,1,0,1,1,19,52012,0,2,12930,0,1,2,1097268,48,1,3,726.11
64,0,0,0,1,1,21,51352,35125,2,13706,1,1,1,236155,84,1,3,733.48
63,0,1,0,1,0,29,62946,47598,0,15131,0,2,1,2296714,48,1,3,730.6
41,0,0,1,2,0,13,59439,0,1,11208,0,1,0,1942242,24,1,3,716.34
50,0,1,0,2,0,16,58478,12876,2,19112,1,0,1,768990,18,1,3,711.11
59,1,1,2,1,0,39,58329,0,0,1593,0,0,4,224437,84,1,3,755.88
45,1,1,2,1,1,22,40154,0,2,9521,1,2,5,1606160,72,1,3,718.31
36,1,1,1,1,1,17,45692,16395,2,573,0,0,1,278396,60,1,3,716.05
58,1,0,1,1,0,40,61049,50551,2,11591,0,1,4,938586,18,1,3,721.05
21,1,1,1,1,1,3,34706,35869,2,271,1,2,0,1268240,60,1,3,721.67
34,1,1,1,1,0,11,53171,0,2,946,1,2,5,2006840,12,1,3,711.77
46,1,1,0,1,0,28,73840,0,2,14591,0,1,4,1484728,72,1,3,728.35
55,0,1,0,1,0,17,49590,0,2,2912,2,2,4,1647901,48,1,3,717.4
42,1,0,1,1,1,19,53118,15208,2,8661,1,0,5,775754,60,1,3,732.2
36,0,1,1,1,0,17,50034,0,2,10413,1,2,4,1588007,60,1,3,728.94
44,0,1,1,2,0,8,44022,0,2,5772,1,1,3,54146,24,1,3,725.3
51,1,0,1,1,1,20,50609,0,2,6648,0,0,2,977171,12,1,3,727.91
52,1,1,1,1,0,19,55279,0,2,14579,2,0,1,614919,18,1,3,735.71
55,1,0,1,1,0,31,63497,42443,2,11273,2,2,2,2061945,48,1,3,732.66
60,1,0,1,1,0,30,60064,49268,2,15271,1,0,2,646849,24,1,3,728.51
33,0,0,1,1,0,12,50926,41672,2,11380,2,2,5,1917040,72,1,3,717.39
45,0,1,2,1,0,22,47723,32938,2,9889,2,1,3,1908920,24,1,3,717.37
38,1,1,0,1,0,18,51912,50329,0,1759,1,2,2,2076480,18,1,3,712.9
51,1,1,0,2,1,24,69116,42037,2,18640,1,2,3,296332,72,1,3,739.61
46,0,1,0,1,0,29,68019,0,2,335,0,2,4,2049060,72,1,3,731.41
55,0,1,0,1,1,34,43636,0,2,102,2,1,2,426261,84,1,3,743.0
63,0,0,2,2,0,43,84267,0,2,26831,0,1,2,2284764,48,1,3,740.76
53,1,1,0,2,0,30,64478,17882,1,1443,1,0,2,464453,12,1,3,730.7
34,0,1,0,1,0,15,47464,0,2,15619,1,2,1,841502,12,1,3,717.13
62,0,1,1,1,1,43,63731,0,0,3815,2,1,4,467648,84,1,3,753.77
46,1,0,0,1,0,25,55165,32232,2,4102,1,2,3,470760,36,1,3,759.84
23,1,0,1,2,0,5,41542,35074,2,5854,1,2,0,1541680,36,1,3,710.83
45,1,1,1,0,0,22,41246,0,2,723,1,0,0,1649840,12,1,3,728.61
46,1,1,0,1,0,26,55612,44569,0,1510,1,1,3,1475919,72,1,3,738.85
41,0,1,0,0,0,16,45036,0,2,182,1,1,3,1004702,18,1,3,727.94
60,1,1,2,2,1,25,61237,0,0,1574,2,1,1,1747761,84,1,3,764.02
27,0,1,1,1,0,8,53274,44600,0,6018,1,0,4,996728,24,1,3,710.27
49,1,0,2,2,0,26,68100,37476,0,12341,1,2,3,541668,18,1,3,716.44
57,1,1,0,2,0,20,57130,41737,2,634,0,1,2,1560613,72,1,3,726.76
60,1,1,2,0,0,32,52463,45762,2,6282,0,0,2,856918,18,1,3,717.36
45,1,1,2,0,0,23,42126,11313,1,10025,1,1,0,1520986,12,1,3,732.3
44,1,0,3,1,0,26,54295,0,2,10643,1,0,1,1319689,48,1,3,714.55
48,1,1,3,1,0,27,58952,0,2,15798,0,0,4,1324868,84,1,3,717.03
46,1,1,1,2,0,17,56155,34719,0,6847,1,2,2,1781934,12,1,3,735.46
62,1,0,0,1,1,31,64464,0,2,3445,1,0,2,894379,12,1,3,718.89
48,0,1,0,1,0,21,57272,36830,1,19625,0,1,2,417122,24,1,3,719.51
63,1,0,2,1,1,36,59127,8979,2,13322,0,2,1,892580,48,1,3,753.77
50,1,1,1,2,0,29,74377,0,2,16403,1,2,2,923805,60,1,3,734.7
64,0,0,0,1,0,43,39511,0,2,3501,0,0,3,1580440,18,1,3,809.05
62,0,1,3,2,0,25,65379,0,2,20624,2,1,0,825308,36,1,3,723.58
64,0,1,0,1,0,21,53381,39442,2,3142,1,2,1,2015240,18,1,3,716.5
49,1,0,0,1,0,31,65879,0,1,5489,1,1,2,1922424,18,1,3,722.4
63,1,0,2,1,0,36,57702,0,2,12127,1,0,1,1114785,60,1,3,734.16
43,1,1,0,1,1,16,53817,29428,2,9784,2,2,0,1729265,12,1,3,732.16
38,1,1,1,1,0,15,44115,58062,2,3308,1,2,1,1644600,48,1,3,715.55
58,0,1,3,2,0,31,74076,0,2,19600,0,0,2,1492746,24,1,3,757.58
49,0,1,0,1,0,11,24011,0,2,4735,0,1,0,960440,24,1,3,711.13
53,1,1,0,1,0,27,36147,47619,2,8401,1,1,1,778337,84,1,3,735.7
64,0,1,3,0,0,44,51418,0,2,2812,1,0,2,483771,24,1,3,748.13
61,1,1,1,2,1,12,46868,0,2,12483,1,1,0,729690,60,1,3,750.47
59,1,1,2,1,1,28,60357,41722,0,20952,1,0,5,717088,60,1,3,716.34
60,0,1,0,1,1,23,57869,36100,2,9435,1,0,2,2314760,84,1,3,746.25
39,0,0,2,1,0,20,59951,0,2,16857,2,2,2,919768,84,1,3,726.07
59,1,1,0,0,0,34,52403,0,2,2793,0,2,2,1164737,36,1,3,821.67
44,1,1,0,1,0,25,59243,0,2,57,1,1,1,658407,18,1,3,711.95
53,0,0,2,1,1,32,59701,0,2,15852,0,0,0,2172931,48,1,3,732.28
59,1,1,1,1,1,31,58685,23335,2,1406,1,1,3,180662,60,1,3,727.92
60,0,0,3,2,1,24,65736,14859,2,4109,0,1,2,1069803,72,1,3,715.18
58,1,1,2,0,0,30,51024,0,2,15940,0,2,2,920769,48,1,3,759.07
61,0,0,0,1,1,32,60374,0,2,11274,1,2,3,189202,12,1,3,752.36
57,1,1,1,0,0,37,50300,45412,1,14252,1,1,0,1278334,60,1,3,734.73
61,1,0,2,1,0,21,43678,0,2,247,1,0,3,142919,48,1,3,715.34
55,1,1,0,1,0,28,53110,0,2,4205,0,0,1,672431,72,1,3,713.44
62,0,1,1,1,1,31,49975,35820,2,11279,1,0,0,1513447,72,1,3,720.48
62,0,1,1,1,1,25,51428,0,2,3731,2,0,2,1961920,18,1,3,724.66
44,1,1,0,2,0,24,60905,15221,2,9681,0,1,5,1448756,72,1,3,783.11
58,0,0,2,1,0,36,56658,0,2,8798,0,1,0,582473,72,1,3,748.06
58,1,0,1,1,0,38,50973,0,2,6460,0,0,2,1758538,24,1,3,766.41
37,1,0,0,2,0,18,45863,0,2,13972,0,2,2,1724689,48,1,3,739.06
55,1,0,0,1,0,37,51849,0,0,7502,1,2,2,1953960,48,1,3,787.66
62,1,1,1,1,0,33,41919,22489,2,8741,0,1,3,269843,60,1,3,736.95
50,0,1,0,1,0,20,51533,39127,2,16218,1,1,1,758830,24,1,3,788.1
47,0,1,1,0,0,24,47845,10522,2,3097,2,0,1,1547505,48,1,3,715.25
49,1,1,0,1,0,31,51380,28517,2,10488,1,0,4,1935200,12,1,3,732.89
49,0,1,0,1,0,26,56436,13593,2,1265,0,2,1,2170059,48,1,3,714.45
63,1,0,0,0,0,44,46442,41991,1,2874,2,1,3,650894,48,1,3,727.62
61,0,0,0,1,0,21,53897,23418,2,6983,1,2,1,977299,72,1,3,715.59
55,1,1,1,2,0,34,57589,19666,0,12160,0,2,4,222898,12,1,3,741.73
58,0,1,0,1,0,26,62070,0,2,10566,1,2,1,1028874,60,1,3,728.81
41,1,1,1,1,1,16,47336,45712,0,6218,0,0,2,1752396,84,1,3,710.28
55,1,0,0,1,0,28,66072,32083,2,38,2,1,3,331307,18,1,3,713.01
26,0,1,1,2,0,5,40291,0,2,2715,2,0,2,400539,48,1,3,727.97
63,1,1,0,1,0,34,60681,0,1,11278,1,2,4,579896,36,1,3,740.27
57,1,1,0,1,0,28,54152,0,1,579,2,2,3,490218,36,1,3,737.75
61,0,1,1,1,0,19,50452,25068,1,14874,1,2,0,1793211,60,1,3,723.53
60,0,1,1,2,0,28,76133,54008,1,8878,1,2,0,903563,24,1,3,712.97
60,1,0,0,0,1,36,47314,0,2,14279,2,1,1,1065763,18,1,3,717.08
32,1,1,0,1,0,11,50465,50333,2,9761,1,1,3,715836,18,1,3,734.6
43,0,0,0,1,0,11,34682,0,2,8725,0,2,2,799575,24,1,3,713.65
64,0,1,0,1,0,33,63050,0,2,9176,1,0,1,127623,60,1,3,712.33
57,1,1,0,1,1,38,60285,0,2,6081,1,1,3,387126,24,1,3,741.26
51,0,0,1,1,0,18,51186,0,2,1893,0,2,1,1989561,12,1,3,762.83
62,1,1,3,0,0,40,43513,24444,0,2230,1,1,1,1620520,60,1,3,714.59
60,0,0,0,1,0,37,50511,22299,0,1288,0,1,1,831407,84,1,3,748.83
64,1,1,0,1,0,35,42852,0,2,14641,0,1,1,641279,12,1,3,726.36
30,1,1,1,1,0,8,53281,27376,2,675,1,2,0,742038,72,1,3,722.43
58,1,0,0,1,1,26,66068,0,2,8394,1,2,1,2486182,48,1,3,746.99
56,1,0,0,1,0,29,54334,0,2,11427,0,0,0,1874991,72,1,3,735.25
54,1,0,0,0,1,33,37057,0,2,8380,0,2,3,1234885,72,1,3,716.12
62,1,0,1,1,0,34,58580,55473,2,20126,0,2,3,2087748,72,1,3,746.69
25,1,1,1,1,0,6,57616,0,2,7598,1,2,5,2184640,84,1,3,715.59
59,0,1,0,1,0,35,56282,0,1,13629,1,2,3,2051384,48,1,3,714.1
28,1,1,0,1,0,7,37651,0,2,8128,1,2,4,1386040,12,1,3,745.64
49,0,1,0,1,1,26,55367,43786,2,15362,0,0,0,1059976,18,1,3,721.76
61,1,1,0,2,1,31,63413,0,2,18038,1,1,0,839745,48,1,3,744.98
61,0,1,1,1,1,42,54414,0,2,2635,0,2,2,1257373,84,1,3,764.54
49,1,0,0,1,0,21,60003,0,2,15495,0,1,2,2167734,18,1,3,725.92
44,0,1,1,2,0,25,64689,0,1,8153,1,1,4,2169161,12,1,3,734.37
63,1,0,3,1,1,37,54043,0,2,16821,0,1,2,1993427,12,1,3,743.69
64,1,1,2,0,0,35,59997,0,2,15966,0,0,2,441889,12,1,3,713.84
59,1,1,1,0,1,35,54676,30796,0,8211,0,1,1,1605322,84,1,3,753.58
50,0,0,2,1,1,30,50186,43289,2,10865,1,1,2,341002,12,1,3,735.21
42,1,1,0,1,1,22,56139,48764,2,16315,1,1,2,508455,36,1,3,719.21
50,0,1,1,2,0,21,61681,0,2,427,1,0,2,228826,84,1,3,777.46
46,1,0,1,1,0,27,57468,0,1,11445,0,0,2,547939,84,1,3,722.32
38,1,0,0,1,0,19,66732,44294,1,6606,1,2,4,1173305,18,1,3,751.64
57,1,0,1,1,0,36,53242,0,2,4277,2,0,0,828262,12,1,3,755.97
48,0,0,2,1,1,10,53650,0,2,11896,1,0,3,2026000,72,1,3,713.61
53,1,1,1,1,0,12,42737,15713,2,10890,0,2,2,1681991,36,1,3,720.54
45,0,0,0,1,0,16,54794,0,2,8870,0,2,1,861740,48,1,3,724.17
61,1,1,2,1,0,41,49082,0,2,9455,0,2,4,1963280,60,1,3,759.82
44,1,0,1,1,0,18,52683,0,2,10734,0,1,1,117741,72,1,3,712.19
63,1,1,0,1,0,25,60922,0,2,19757,0,0,1,254150,18,1,3,719.54
27,0,1,2,1,0,8,36609,0,2,3210,1,0,3,1464360,60,1,3,717.19
47,0,1,1,1,1,28,44436,52363,1,9651,1,0,1,403194,12,1,3,738.01
52,1,0,2,2,0,29,67018,0,2,15450,1,0,1,2229719,18,1,3,739.39
58,1,1,2,1,0,24,52817,0,2,10855,2,1,4,1985310,18,1,3,713.72
47,1,0,2,1,0,12,45712,0,2,14301,2,2,2,1828480,72,1,3,712.71
58,1,1,0,1,0,29,64443,49836,2,13003,0,2,1,1805274,24,1,3,711.52
63,0,1,0,1,0,32,57488,0,0,9917,1,0,0,728900,24,1,3,723.34
63,1,1,1,2,0,19,53326,0,2,1117,1,2,2,285300,60,1,3,717.65
39,1,1,0,1,0,15,49830,0,2,4411,2,1,2,1845338,72,1,3,738.46
51,1,1,1,1,0,7,51948,59922,2,2483,2,0,0,1211403,60,1,3,716.44
61,1,1,3,1,1,33,50741,43112,2,17253,2,1,3,1146547,12,1,3,729.12
49,0,0,1,1,0,27,59166,12042,2,18054,2,0,2,249569,24,1,3,759.56
53,1,0,0,1,0,31,60885,0,1,10498,1,2,0,612579,12,1,3,749.2
58,0,1,0,1,0,33,43320,52978,0,12593,0,1,3,272401,84,1,3,716.95
60,1,0,3,2,0,7,49875,45766,1,5430,1,1,3,1163391,36,1,3,739.81
58,0,1,0,1,1,40,63980,25810,1,18482,1,0,2,1183178,12,1,3,715.7
60,1,1,0,1,0,24,50457,0,2,10062,0,0,5,1898280,72,1,3,714.97
61,1,1,1,1,0,19,57872,0,2,19558,0,1,2,1518532,84,1,3,742.22
63,1,1,1,2,0,27,74551,57904,2,23226,0,1,1,930389,12,1,3,807.12
59,1,1,0,0,0,35,47044,0,2,910,1,1,3,1761760,48,1,3,724.92
59,0,0,0,1,1,33,60913,19422,2,5672,1,0,1,2302408,48,1,3,729.58
28,1,1,1,2,0,6,28462,0,2,585,2,1,1,1018480,12,1,3,712.04
52,1,1,2,0,0,32,43350,49383,2,11005,1,1,5,759680,60,1,3,716.38
49,1,0,3,1,0,30,56894,0,2,14902,1,1,1,1088116,48,1,3,711.58
35,0,0,0,2,0,15,41380,47205,2,9867,1,2,2,1148974,48,1,3,798.14
35,1,0,1,1,0,7,53436,0,2,2291,1,1,1,1525551,24,1,3,723.82
61,0,1,0,1,0,35,48845,10533,1,14643,1,2,0,424581,72,1,3,729.59
63,0,1,1,1,0,36,46202,45136,2,4513,2,0,1,1257518,60,1,3,716.42
38,1,1,2,1,1,17,58512,0,2,1715,2,0,2,1618985,12,1,3,714.36
59,1,1,2,1,0,12,51259,22727,1,1695,1,1,2,671035,18,1,3,710.33
59,1,1,0,0,1,36,57917,13168,2,5091,1,2,0,704256,12,1,3,748.55
52,0,1,2,2,0,15,55086,39714,2,2549,0,1,1,1176555,12,1,3,710.84
43,1,1,3,2,0,17,55194,0,2,14594,2,1,2,1174661,24,1,3,718.44
64,0,1,1,2,1,39,64719,0,0,3699,1,0,0,1001168,18,1,3,731.15
45,0,1,0,1,0,28,57732,0,0,6742,0,0,3,1272971,36,1,3,711.73
48,1,0,0,1,0,24,63291,0,0,15570,1,1,1,2006669,72,1,3,713.15
47,0,1,0,1,0,24,61754,22957,2,15867,1,1,1,795701,72,1,3,798.72
51,1,1,0,2,0,26,57593,0,2,9767,1,1,0,1839193,48,1,3,724.14
46,1,0,0,1,0,16,46655,0,0,1048,2,2,3,1746200,18,1,3,748.95
43,0,1,0,1,0,20,58499,30848,2,12093,1,0,1,1955372,12,1,3,717.88
53,0,0,0,0,0,31,31401,0,2,127,1,2,3,327150,84,1,3,739.62
53,0,1,3,1,0,35,52538,20325,2,5102,0,1,3,580682,18,1,3,718.92
53,0,1,1,1,0,34,63155,0,2,18762,0,1,3,1330398,60,1,3,733.82
47,1,1,0,1,0,26,66563,0,0,8167,0,0,5,809510,12,1,3,711.06
58,0,0,0,1,0,22,60181,52165,1,14697,2,0,2,521474,12,1,3,732.53
49,1,1,0,1,1,18,46151,0,2,1876,0,1,3,341437,24,1,3,764.68
62,1,0,2,1,0,43,51224,0,2,12888,1,2,3,670979,12,1,3,806.74
57,0,0,1,1,0,23,59145,0,2,13967,1,1,3,1482101,24,1,3,728.58
62,1,1,1,1,0,42,50114,0,0,1380,1,2,2,525963,36,1,3,724.34
59,0,1,3,1,0,38,69282,14852,2,722,1,0,1,1520340,12,1,3,728.21
48,1,0,0,1,0,27,59602,12594,2,10963,0,2,3,1371938,18,1,3,710.12
39,1,0,0,1,0,16,47147,58023,2,9020,1,1,3,1885880,24,1,3,717.25
57,0,1,0,1,1,35,54441,0,1,9450,1,1,2,1478291,72,1,3,751.3
53,1,0,0,1,0,36,67464,26430,2,1908,0,2,1,1257229,84,1,3,724.4
64,1,0,1,2,0,19,62795,0,2,19028,1,1,3,2029609,12,1,3,711.07
59,1,1,0,0,0,37,54172,31771,1,174,1,0,2,1504565,72,1,3,723.83
53,1,0,1,1,0,19,66244,52598,2,4706,1,1,0,1531564,60,1,3,740.14
56,0,1,1,1,0,35,56863,24185,0,1323,0,0,3,425446,24,1,3,729.86
60,0,1,1,1,0,37,60353,20251,0,20212,2,2,1,983835,72,1,3,731.01
57,1,1,0,1,1,32,50865,0,1,12407,1,1,2,354062,36,1,3,719.07
62,1,0,0,1,0,21,49062,0,2,4594,1,1,1,1047590,36,1,3,713.34
41,1,1,1,1,0,22,55391,56179,2,9745,1,0,4,1902216,18,1,3,760.07
62,1,1,2,0,1,18,51283,0,2,13139,2,0,4,787641,18,1,3,710.02
54,0,1,1,1,1,19,52195,0,0,4046,0,2,1,539135,12,1,3,718.24
57,1,1,0,1,0,22,51389,0,1,9293,0,1,0,908815,48,1,3,719.66
58,0,0,1,2,0,33,60169,51865,1,8712,2,0,0,2406760,36,1,3,744.98
50,1,0,0,1,1,26,52255,0,1,11222,2,2,3,1970606,18,1,3,712.12
57,1,0,0,1,0,29,55409,0,2,1434,2,0,5,213776,18,1,3,715.42
47,1,1,0,2,0,23,67957,0,2,3628,0,2,1,318434,24,1,3,758.29
64,1,1,2,1,1,31,52629,0,2,1185,1,1,2,389685,36,1,3,757.21
64,1,1,1,0,0,36,41163,0,2,4701,1,1,4,361945,48,1,3,720.84
54,1,1,0,0,0,35,60736,51085,1,10015,0,1,1,193869,48,1,3,717.86
48,1,1,1,1,0,29,42160,0,2,13529,2,0,2,919433,60,1,3,720.47
62,1,1,0,0,0,28,43217,0,1,4423,2,0,0,287129,84,1,3,719.23
61,1,0,1,2,0,16,58617,0,2,4138,1,0,3,1196507,18,1,3,744.42
57,1,1,0,2,1,3,35983,26304,2,77,1,0,0,1439320,84,1,3,770.16
56,1,1,1,2,0,35,56561,0,1,4319,2,1,0,853736,12,1,3,735.79
61,1,0,1,1,0,38,49195,20818,0,3190,1,0,3,1222607,36,1,3,722.89
37,0,0,1,1,0,16,52364,49433,2,1284,0,1,3,1086433,24,1,3,745.69
53,0,1,2,1,0,14,41524,0,0,3002,0,0,1,1540960,18,1,3,723.1
64,1,0,2,1,1,29,56797,0,2,667,0,0,2,712548,18,1,3,726.1
63,1,0,1,1,0,34,60242,0,2,190,0,1,0,1542841,36,1,3,738.48
45,1,1,1,1,1,19,45605,0,2,5315,1,0,0,1059798,18,1,3,744.8
60,1,1,0,1,1,34,52095,29515,2,4504,1,1,3,2083800,60,1,3,747.65
47,0,0,0,1,0,23,45582,0,2,13267,0,2,3,1164270,36,1,3,723.79
59,1,1,1,1,0,38,54904,0,2,3872,2,1,2,1142653,48,1,3,736.82
46,0,1,1,1,0,27,61513,0,0,1551,0,2,3,162853,72,1,3,728.31
44,1,1,2,2,0,14,51369,0,2,8395,2,0,2,789792,60,1,3,712.31
44,1,0,1,1,0,17,53404,0,1,17464,2,0,1,1389963,60,1,3,721.21
62,0,0,0,1,0,40,43669,49197,2,14989,2,2,1,124253,84,1,3,755.19
64,0,1,2,1,0,36,60592,19989,2,21102,1,0,1,718753,60,1,3,715.64
61,1,1,0,1,0,21,62449,36968,1,1851,0,1,2,1625783,24,1,3,720.67
57,1,1,1,2,1,28,73955,0,2,5041,1,2,1,1705054,72,1,3,715.26
57,1,1,2,2,0,35,60833,0,0,6853,1,0,0,2313320,36,1,3,779.17
26,1,0,1,1,0,2,46777,37924,2,3593,1,0,0,1751080,24,1,3,725.07
63,1,1,0,1,1,17,59428,0,1,14409,0,1,5,575672,18,1,3,712.99
53,1,1,0,1,0,22,52021,0,1,17532,0,0,0,990768,84,1,3,714.36
59,0,0,1,1,0,37,52379,0,2,17803,1,0,4,1819827,36,1,3,718.31
51,1,1,0,1,1,32,55086,16129,2,7710,1,0,2,2083440,72,1,3,726.87
46,0,0,1,2,0,27,79530,24938,2,15571,1,0,3,317454,12,1,3,721.74
46,0,1,3,0,1,29,37885,34374,2,984,1,2,2,1037387,24,1,3,758.96
48,0,0,0,0,0,29,37562,59759,2,3561,2,2,1,1502480,72,1,3,735.21
61,1,1,1,1,0,26,46814,0,2,10376,0,1,2,1872560,24,1,3,730.32
61,0,0,0,1,0,34,42860,0,2,13975,1,1,2,879301,18,1,3,763.66
50,0,0,1,0,0,30,51320,58264,2,11445,0,0,2,919041,12,1,3,720.76
62,1,1,2,2,0,21,63948,0,2,16385,0,1,0,1131426,48,1,3,736.78
62,1,1,0,1,0,33,67149,58544,2,13900,2,0,2,62858,24,1,3,711.23
59,1,1,1,1,1,40,63807,0,2,2494,1,0,3,1345900,72,1,3,763.16
35,0,0,0,1,1,11,50084,26508,2,2697,0,1,3,100220,24,1,3,745.49
57,1,0,3,1,0,35,61701,32897,0,7617,1,2,2,2209829,24,1,3,720.34
54,1,1,0,1,0,29,59130,49238,2,19157,1,2,2,687991,84,1,3,717.15
54,1,0,0,1,0,28,48133,0,2,1513,1,0,2,1805320,60,1,3,754.93
44,0,0,1,1,0,25,53792,0,2,11032,2,0,1,1381965,48,1,3,721.05
34,1,0,0,1,0,15,48393,55027,1,5917,1,1,1,1061113,24,1,3,719.63
47,0,0,0,1,0,15,47257,8849,0,13905,0,0,4,712514,36,1,3,738.33
60,1,1,0,1,0,30,51302,21440,2,10668,1,2,1,1349574,60,1,3,730.7
47,1,1,0,0,0,25,50149,21185,2,3945,0,0,1,2005960,24,1,3,715.33
52,1,1,0,1,1,17,53606,42217,2,2197,0,2,1,1211710,12,1,3,722.22
50,1,1,0,1,1,19,62456,0,2,7526,1,1,2,145361,60,1,3,758.57
63,1,1,0,2,0,38,62033,0,2,3577,1,2,3,2037778,84,1,3,780.66
57,1,1,0,2,0,37,61364,0,2,20121,1,0,0,1800551,60,1,3,766.92
46,0,1,2,1,1,21,56310,0,2,15297,1,2,3,543800,24,1,3,710.97
44,1,1,0,1,0,21,49084,45103,2,4895,0,2,0,1510157,72,1,3,711.26
64,0,0,1,2,1,42,64124,0,2,616,0,1,0,174190,84,1,3,816.51
63,1,1,1,1,0,12,35627,17783,2,1652,0,2,3,161921,84,1,3,710.19
36,0,1,1,0,0,17,44279,11493,2,11702,1,0,2,1338277,12,1,3,729.78
44,0,0,1,2,0,26,65066,14723,2,8685,0,1,0,1143758,60,1,3,748.66
53,1,1,1,1,0,34,56848,57762,2,14044,2,2,3,2153920,36,1,3,737.53
51,1,1,1,1,1,30,51197,0,2,17283,1,0,4,2047880,72,1,3,723.39
50,1,1,0,1,0,32,59597,0,2,10817,0,2,3,746139,24,1,3,715.01
60,0,1,0,1,1,30,63491,0,2,3813,0,0,2,1841272,72,1,3,733.64
57,0,0,1,0,0,19,45050,44304,2,11363,1,2,1,640363,72,1,3,724.36
53,0,1,1,1,1,15,44265,0,2,2432,0,2,2,1770600,18,1,3,717.19
56,0,0,2,1,0,34,63726,0,2,18962,2,2,3,2125693,84,1,3,732.06
60,1,1,0,0,1,32,57884,24989,2,5834,0,1,1,1870088,72,1,3,714.83
33,1,0,1,1,0,16,55597,0,2,4301,1,2,3,1140974,60,1,3,717.8
57,0,1,1,1,1,35,68557,0,2,4573,1,1,3,1031882,24,1,3,735.32
23,1,1,0,0,1,4,37680,0,2,1166,0,1,2,1250002,84,1,3,719.01
46,1,1,0,1,1,23,57157,0,2,709,0,0,1,1401664,72,1,3,758.2
31,0,1,3,1,1,10,30640,0,2,7004,1,0,1,1105600,36,1,3,732.91
62,1,1,1,1,0,35,59818,0,2,17441,0,2,3,1308070,84,1,3,719.3
48,0,0,1,2,0,29,67732,59931,2,21248,2,0,4,486659,48,1,3,725.49
43,1,0,1,1,1,23,47096,59860,2,13207,1,1,2,1051850,84,1,3,710.27
37,0,1,1,1,0,7,44213,0,2,8176,1,1,2,972297,84,1,3,740.26
59,1,0,2,1,0,34,66066,54289,2,17130,1,0,2,446990,36,1,3,778.73
39,1,1,0,1,0,20,52393,0,2,12808,1,0,3,399729,72,1,3,735.59
40,0,1,0,2,0,9,52570,52455,0,1927,0,0,1,791016,18,1,3,792.64
48,1,0,0,0,1,16,47657,25685,2,944,0,0,3,1786280,18,1,3,718.83
62,0,1,1,1,1,31,62495,29252,0,17468,0,0,4,2046827,48,1,3,718.29
54,0,1,0,1,0,35,64634,0,0,8380,0,0,2,597943,84,1,3,722.73
53,1,0,1,1,0,31,54379,0,2,14161,0,2,1,528603,48,1,3,725.62
60,1,0,1,1,1,31,43905,0,2,4681,1,1,3,952833,36,1,3,745.83
62,0,1,1,1,1,24,58489,0,2,7785,0,2,3,1180080,24,1,3,734.26
58,1,0,1,1,0,26,53750,51917,2,11880,0,0,1,403953,60,1,3,712.89
58,1,0,0,2,0,18,58679,0,2,10898,1,0,2,180318,84,1,3,720.89
59,1,1,2,1,0,38,62295,0,2,1676,1,2,3,2252937,36,1,3,731.07
55,1,1,0,2,0,20,67301,0,2,989,2,0,1,1335972,12,1,3,726.88
62,0,1,1,0,0,41,52513,45527,2,1392,1,1,3,776146,60,1,3,715.31
56,1,0,0,0,0,24,52710,0,0,12562,1,0,3,190968,18,1,3,721.4
53,1,1,1,1,0,24,64800,0,2,9122,0,1,3,2185665,72,1,3,750.78
41,0,0,0,1,0,15,47630,0,2,11347,0,1,2,1785200,24,1,3,748.01
61,0,0,0,1,1,27,50815,0,1,14326,2,0,2,54113,60,1,3,717.62
51,0,1,0,1,0,31,54831,0,1,284,2,0,0,1116254,72,1,3,715.59
51,1,1,1,1,1,25,52839,0,2,6171,0,2,0,1907155,60,1,3,759.36
59,1,1,0,1,0,20,54971,0,2,13139,0,2,4,905193,24,1,3,755.09
58,0,0,1,1,1,8,40941,0,1,869,0,2,2,820528,72,1,3,714.67
37,0,0,1,2,0,16,58614,18233,2,3192,0,2,1,1078180,84,1,3,769.29
56,1,1,2,1,0,29,57918,30350,2,9269,0,2,5,1672094,36,1,3,712.57
41,1,0,1,1,0,10,36715,13736,2,10451,0,1,2,1012670,24,1,3,720.15
47,1,1,1,1,0,9,47300,39907,2,10103,2,2,2,749331,48,1,3,712.32
51,0,0,1,1,0,29,54072,15780,2,15144,2,2,3,1170338,24,1,3,730.42
61,1,1,0,1,0,42,50632,0,1,15899,0,2,5,1241771,12,1,3,755.37
55,1,1,0,1,1,35,59661,39203,1,830,1,0,5,695416,12,1,3,727.52
63,0,1,3,2,0,42,66047,0,1,9874,0,1,1,797331,24,1,3,726.17
